,mu1,mu2,mu3,sigma1,sigma2,sigma3,pi1,pi2,pi3
173,0.013825778,0.00592947,-0.0014586914,0.0737201,0.029439688,0.009680808,0.0015268718,0.1258474,0.87262577
174,0.01347414,0.005968213,-0.0014186371,0.07369441,0.029428184,0.009683073,0.0015273636,0.12587835,0.87259424
175,0.015170146,0.005278647,-0.00168656,0.07454276,0.029860377,0.009867132,0.0015652068,0.12674022,0.87169456
176,0.014349494,0.0064625144,-0.00097345,0.07508606,0.030173242,0.010009408,0.0015966884,0.12755947,0.8708438
177,0.016188014,0.004911661,-0.0018144716,0.074994326,0.030095875,0.009962261,0.0015850919,0.12717727,0.87123764
178,0.014845241,0.0062075853,-0.001095878,0.074986696,0.030122757,0.0099749565,0.0015895389,0.12735546,0.871055
179,0.013898689,0.007432401,-0.00045822747,0.07544756,0.030379713,0.0100979805,0.0016164528,0.12806487,0.87031865
180,0.013073001,0.008424759,0.00010396354,0.07605088,0.03070885,0.010260761,0.0016516503,0.12896079,0.8693876
181,0.015397746,0.0064317584,-0.0009155739,0.076269984,0.030785084,0.010289073,0.0016553069,0.12892653,0.86941814
182,0.016840342,0.0051838756,-0.0015253294,0.07612187,0.030695975,0.010233045,0.0016426537,0.12854402,0.86981326
183,0.016902585,0.004837513,-0.0017558802,0.07541114,0.030324697,0.010052502,0.0016046204,0.12761584,0.8707796
184,0.015044171,0.0059423447,-0.0012847055,0.07458955,0.029913306,0.009871185,0.0015676664,0.12680145,0.8716309
185,0.01433574,0.006786704,-0.00089566596,0.07468796,0.02996999,0.009900451,0.0015742863,0.12700507,0.8714206
186,0.011997778,0.008594394,5.08558e-05,0.0747695,0.030037701,0.009953976,0.0015870238,0.12744641,0.87096655
187,0.01527885,0.0064581037,-0.0010231007,0.07567835,0.03046596,0.010137081,0.0016228964,0.12815432,0.87022275
188,0.013747085,0.007727742,-0.00026206858,0.07588637,0.030609548,0.010212183,0.0016406218,0.12866174,0.8696977
189,0.016680423,0.0045815706,-0.0020070542,0.075247705,0.03021437,0.010019422,0.0015963338,0.1274302,0.8709735
190,0.013229091,0.0065606833,-0.0009553302,0.0743621,0.029801488,0.009851277,0.0015637231,0.12680161,0.8716347
