,mu1,mu2,mu3,sigma1,sigma2,sigma3,pi1,pi2,pi3
410,0.025325082,-0.004627779,-0.0018174981,0.06302762,0.026698649,0.008731723,0.0032816716,0.077869765,0.9188486
411,0.025332652,-0.0046742707,-0.0017824506,0.06337023,0.02688384,0.008813918,0.0033141724,0.07814756,0.91853833
412,0.025330447,-0.004735902,-0.0017515754,0.063616455,0.02701664,0.008873105,0.0033375977,0.07834718,0.9183153
413,0.025360428,-0.0042809993,-0.0015903448,0.06352943,0.026975036,0.008852124,0.0033302912,0.07827906,0.9183907
414,0.025431477,-0.0037831813,-0.0014683341,0.06332117,0.026869714,0.008802474,0.0033114082,0.07810944,0.91857916
415,0.025109671,-0.0051725656,-0.002015922,0.062283933,0.026284516,0.00855279,0.0032105658,0.077273555,0.91951585
416,0.024736367,-0.006109193,-0.002283666,0.061498642,0.02584058,0.008364677,0.0031357352,0.07664839,0.9202159
417,0.02487602,-0.005067304,-0.001853857,0.06198448,0.026116252,0.008479893,0.0031831828,0.07704801,0.9197688
418,0.024596117,-0.005894497,-0.0022349095,0.060755372,0.025439918,0.008189678,0.0030675963,0.07604812,0.9208843
419,0.024919592,-0.0040505677,-0.0015463566,0.061467886,0.025849998,0.0083581805,0.0031370847,0.07663068,0.92023224
420,0.025091134,-0.0041425973,-0.0016864871,0.061638415,0.025946498,0.008399785,0.003152411,0.076756336,0.9200912
421,0.025205933,-0.003655985,-0.0015327667,0.06178558,0.026034236,0.00843519,0.0031670316,0.07687345,0.91995955
422,0.025381051,-0.0030920058,-0.0013982987,0.061959147,0.02613908,0.008477449,0.0031841774,0.077008024,0.91980785
423,0.0255154,-0.0025723726,-0.0012911891,0.06192261,0.026129007,0.00846982,0.0031816196,0.076972865,0.91984546
424,0.025556706,-0.0025480539,-0.0013497805,0.061763644,0.026045024,0.008432746,0.0031666714,0.076839246,0.91999406
425,0.025591157,-0.003328994,-0.0015747284,0.06247902,0.026424289,0.008602738,0.003232094,0.077414535,0.9193534
426,0.025569998,-0.004091099,-0.0017155742,0.06335658,0.026890635,0.008812547,0.0033137077,0.07812355,0.91856277
427,0.025529169,-0.0038594753,-0.0015731191,0.0634315,0.02693212,0.00883013,0.003321506,0.078190364,0.91848814
428,0.025476657,-0.0048934966,-0.0018570756,0.0640226,0.027240634,0.008972526,0.0033758606,0.07866274,0.91796136
429,0.02534797,-0.0044070035,-0.0016478037,0.06348717,0.026950479,0.008841991,0.0033259732,0.07824437,0.9184297
430,0.025583468,-0.0030042678,-0.0012111401,0.063574016,0.027019858,0.008864403,0.0033370748,0.07831117,0.91835177
431,0.025423966,-0.0046102554,-0.0018307304,0.06325966,0.026827931,0.008788049,0.0033035995,0.078050904,0.91864556
432,0.02527424,-0.004390195,-0.001697216,0.062847316,0.026601851,0.008687913,0.0032652502,0.07772947,0.91900533
433,0.024971388,-0.005766228,-0.0021958684,0.06215638,0.026205301,0.008521676,0.0031975084,0.07717373,0.91962874
434,0.02491095,-0.0047441274,-0.0017947291,0.06172383,0.025980473,0.00841862,0.0031594248,0.07683456,0.9200061
435,0.02514597,-0.0036747009,-0.0015002822,0.061825812,0.026053607,0.00844425,0.003170864,0.07691113,0.919918
436,0.025315724,-0.003563717,-0.0015127396,0.062155128,0.026237845,0.008523464,0.0032016633,0.07716894,0.91962934
437,0.025444053,-0.0029507428,-0.0013425087,0.06218314,0.026263297,0.008530974,0.0032054232,0.07718829,0.91960627
438,0.025481842,-0.0038500577,-0.0016588902,0.06270516,0.026537538,0.008655727,0.003252546,0.07760247,0.919145
439,0.025450371,-0.0036505014,-0.0015499329,0.062713504,0.026542902,0.008657336,0.0032538718,0.07761407,0.9191321
440,0.025222205,-0.0044065267,-0.0018528437,0.061960638,0.026121676,0.008477092,0.003181652,0.077007726,0.9198106
441,0.025317453,-0.00392659,-0.0016091203,0.062523186,0.026432753,0.008611023,0.0032355085,0.07746622,0.9192983
442,0.025343679,-0.0040082484,-0.0016484594,0.062609255,0.026479363,0.008631825,0.0032433989,0.077533595,0.91922295
443,0.025779031,-0.0021407157,-0.00097319833,0.063669086,0.027087033,0.008888662,0.003347793,0.07838188,0.91827035
444,0.026019,-0.0017706901,-0.0009700393,0.06382078,0.027181745,0.008927345,0.0033626934,0.07848936,0.9181479
445,0.025941275,-0.002494648,-0.0012687778,0.06355554,0.027027667,0.008862972,0.0033356836,0.078272484,0.9183919
446,0.025910698,-0.0025163442,-0.0012576913,0.0635705,0.027034461,0.00886637,0.0033371272,0.07828693,0.9183759
447,0.026921533,0.0040947646,0.00087567815,0.064056635,0.027401686,0.008990288,0.0033974433,0.07867142,0.91793114
448,0.027795874,0.0047564954,0.0007227326,0.06532657,0.028136194,0.009308219,0.003520844,0.07962969,0.9168495
449,0.0271435,-0.0016201288,-0.0014026498,0.06578505,0.028297603,0.009417713,0.0035514964,0.07997941,0.91646904
450,0.0270712,-0.000250414,-0.0005425548,0.06701708,0.028987706,0.009723008,0.00367747,0.08098237,0.9153401
