"","date","Close","R","r","one_day_loss","CMM_VaR","non_par_VaR","GARCH_VaR","NNet_VaR"
"1",2007-03-30,4181.029785,NA,NA,NA,NA,NA,NA,NA
"2",2007-04-02,4189.549805,0.00203778026900613,0.00203570681115117,-2037.78026900613,NA,NA,NA,NA
"3",2007-04-03,4246.299805,0.013545608153953,0.0134546865426604,-13545.608153953,NA,NA,NA,NA
"4",2007-04-04,4261.830078,0.00365736611006917,0.00365069420941211,-3657.36611006917,NA,NA,NA,NA
"5",2007-04-05,4271.540039,0.00227835479648151,0.00227576328170542,-2278.35479648151,NA,NA,NA,NA
"6",2007-04-10,4301.470215,0.00700688176318879,0.00698244763878364,-7006.88176318879,NA,NA,NA,NA
"7",2007-04-11,4293.200195,-0.00192260310699372,-0.00192445368067418,1922.60310699372,NA,NA,NA,NA
"8",2007-04-12,4280.02002,-0.00307001173980903,-0.00307473389303681,3070.01173980903,NA,NA,NA,NA
"9",2007-04-13,4317.350098,0.00872194004363558,0.00868412365368165,-8721.94004363558,NA,NA,NA,NA
"10",2007-04-16,4379.25,0.0143374756725601,0.0142356660430778,-14337.4756725601,NA,NA,NA,NA
"11",2007-04-17,4384.379883,0.00117140674773069,0.00117072118617578,-1171.40674773069,NA,NA,NA,NA
"12",2007-04-18,4358.950195,-0.00580006493018554,-0.00581695063054433,5800.06493018554,NA,NA,NA,NA
"13",2007-04-19,4339.930176,-0.0043634403122609,-0.00437298790162011,4363.4403122609,NA,NA,NA,NA
"14",2007-04-20,4416.790039,0.0177099307783888,0.0175549372288533,-17709.9307783888,NA,NA,NA,NA
"15",2007-04-23,4400.120117,-0.00377421653572065,-0.00378135686270653,3774.21653572065,NA,NA,NA,NA
"16",2007-04-24,4367.830078,-0.00733844489273074,-0.00736550374063505,7338.44489273074,NA,NA,NA,NA
"17",2007-04-25,4404.439941,0.00838170495331244,0.00834677351860691,-8381.70495331244,NA,NA,NA,NA
