"","date","Close","R","r","one_day_loss","CMM_VaR","non_par_VaR","GARCH_VaR","NNet_VaR"
"1",2001-01-02,0.265625,NA,NA,NA,NA,NA,NA,NA
"2",2001-01-03,0.292411,0.100841411764706,0.0960748071883815,-100841.411764706,NA,NA,NA,NA
"3",2001-01-04,0.304688,0.0419854246249287,0.0411279553493982,-41985.4246249287,NA,NA,NA,NA
"4",2001-01-05,0.292411,-0.0402936774667858,-0.0411279553493982,40293.6774667858,NA,NA,NA,NA
"5",2001-01-08,0.295759,0.0114496376675297,0.0113845866357709,-11449.6376675297,NA,NA,NA,NA
"6",2001-01-09,0.30692,0.0377368059805451,0.037042193806631,-37736.8059805451,NA,NA,NA,NA
"7",2001-01-10,0.295759,-0.0363645249576438,-0.037042193806631,36364.5249576438,NA,NA,NA,NA
"8",2001-01-11,0.321429,0.0867936394158759,0.0832317459727634,-86793.6394158758,NA,NA,NA,NA
"9",2001-01-12,0.30692,-0.0451390509257099,-0.0461895521661324,45139.0509257099,NA,NA,NA,NA
"10",2001-01-16,0.305804,-0.0036361266779617,-0.00364275345531584,3636.1266779617,NA,NA,NA,NA
"11",2001-01-17,0.300223,-0.0182502517952676,-0.0184188420000047,18250.2517952676,NA,NA,NA,NA
"12",2001-01-18,0.333705,0.111523767332949,0.105731837309062,-111523.767332949,NA,NA,NA,NA
"13",2001-01-19,0.348214,0.043478521448585,0.0425598641403253,-43478.521448585,NA,NA,NA,NA
"14",2001-01-22,0.34375,-0.0128197028264229,-0.0129025843227508,12819.7028264229,NA,NA,NA,NA
"15",2001-01-23,0.366071,0.0649338181818181,0.0629126546781766,-64933.8181818181,NA,NA,NA,NA
"16",2001-01-24,0.366071,0,0,0,NA,NA,NA,NA
"17",2001-01-25,0.356027,-0.0274373004144005,-0.0278207329862099,27437.3004144005,NA,NA,NA,NA
"18",2001-01-26,0.34933,-0.0188103711235384,-0.0189895364901278,18810.3711235384,NA,NA,NA,NA
"19",2001-01-29,0.387277,0.108627944923139,0.103123165085414,-108627.944923139,NA,NA,NA,NA
"20",2001-01-30,0.388393,0.00288165834790087,0.00287751432967154,-2881.65834790087,NA,NA,NA,NA
"21",2001-01-31,0.386161,-0.00574675650694017,-0.00576333264865503,5746.75650694017,NA,NA,NA,NA
"22",2001-02-01,0.377232,-0.0231224800018644,-0.0233939981571213,23122.4800018644,NA,NA,NA,NA
"23",2001-02-02,0.368304,-0.0236671332230563,-0.0239516986885097,23667.1332230563,NA,NA,NA,NA
