"","date","Close","R","r","one_day_loss","CMM_VaR","non_par_VaR","GARCH_VaR","NNet_VaR"
"1",2011-01-03,43.580002,NA,NA,NA,NA,NA,NA,NA
"2",2011-01-04,44.16,0.0133088107705914,0.0132210265597559,-13308.8107705914,NA,NA,NA,NA
"3",2011-01-05,44.700001,0.0122282835144928,0.0121541220220478,-12228.2835144928,NA,NA,NA,NA
"4",2011-01-06,44.48,-0.00492172248497273,-0.00493387404856094,4921.72248497273,NA,NA,NA,NA
"5",2011-01-07,43.639999,-0.0188849145683452,-0.0190655118922138,18884.9145683452,NA,NA,NA,NA
"6",2011-01-10,43.400002,-0.00549947308660576,-0.00551465086080549,5499.47308660576,NA,NA,NA,NA
"7",2011-01-11,43.599998,0.00460820255261736,0.00459761729412067,-4608.20255261736,NA,NA,NA,NA
"8",2011-01-12,44.709999,0.0254587396999423,0.0251400633960999,-25458.7396999423,NA,NA,NA,NA
"9",2011-01-13,44.450001,-0.00581520925554042,-0.00583218342242686,5815.20925554042,NA,NA,NA,NA
"10",2011-01-14,44.91,0.0103486836816943,0.0102955026425455,-10348.6836816943,NA,NA,NA,NA
"11",2011-01-18,44.75,-0.00356268091739026,-0.00356904237878197,3562.68091739026,NA,NA,NA,NA
"12",2011-01-19,43.709999,-0.0232402458100558,-0.0235145587237016,23240.2458100558,NA,NA,NA,NA
"13",2011-01-20,44.75,0.02379320576054,0.0235145587237016,-23793.20576054,NA,NA,NA,NA
"14",2011-01-21,45.290001,0.0120670614525139,0.011994834927187,-12067.0614525139,NA,NA,NA,NA
"15",2011-01-24,45.02,-0.00596160287123848,-0.00597944416946516,5961.60287123848,NA,NA,NA,NA
"16",2011-01-25,44.869999,-0.00333187472234569,-0.00333743777730033,3331.87472234569,NA,NA,NA,NA
"17",2011-01-26,44.98,0.00245154897373626,0.00244854882988355,-2451.54897373626,NA,NA,NA,NA
"18",2011-01-27,45.099998,0.00266780791462878,0.00266425563156414,-2667.80791462878,NA,NA,NA,NA
"19",2011-01-28,44.540001,-0.0124167854730282,-0.0124945178817839,12416.7854730282,NA,NA,NA,NA
"20",2011-01-31,44.939999,0.008980646408158,0.00894056022434153,-8980.646408158,NA,NA,NA,NA
"21",2011-02-01,45.93,0.0220293952387493,0.0217902538324108,-22029.3952387493,NA,NA,NA,NA
"22",2011-02-02,45.450001,-0.0104506640539952,-0.0105056557120142,10450.6640539952,NA,NA,NA,NA
"23",2011-02-03,45.459999,0.000219977992959847,0.000219953801348538,-219.977992959847,NA,NA,NA,NA
"24",2011-02-04,44.59,-0.0191376818992011,-0.0193231777876512,19137.6818992011,NA,NA,NA,NA
"25",2011-02-07,45.5,0.020408163265306,0.0202027073175195,-20408.163265306,NA,NA,NA,NA
"26",2011-02-08,45.740002,0.00527476923076916,0.0052609063631337,-5274.76923076916,NA,NA,NA,NA
"27",2011-02-09,45.110001,-0.0137735236653466,-0.0138692587317006,13773.5236653466,NA,NA,NA,NA
