"","date","Close","R","r","one_day_loss","CMM_VaR","non_par_VaR","GARCH_VaR","NNet_VaR"
"1",2014-10-23,25.25,NA,NA,NA,NA,NA,NA,NA
"2",2014-10-24,25.190001,-0.00237619801980203,-0.00237902565855785,2376.19801980203,NA,NA,NA,NA
"3",2014-10-27,25.028,-0.00643116290467793,-0.00645193192669424,6431.16290467793,NA,NA,NA,NA
"4",2014-10-28,25.51,0.0192584305577754,0.0190753340176033,-19258.4305577754,NA,NA,NA,NA
"5",2014-10-29,25.67,0.00627205017640142,0.006252462729329,-6272.05017640142,NA,NA,NA,NA
"6",2014-10-30,25.389999,-0.0109077132839892,-0.0109676385520476,10907.7132839892,NA,NA,NA,NA
"7",2014-10-31,25.75,0.014178850499364,0.0140792707787436,-14178.850499364,NA,NA,NA,NA
"8",2014-11-03,26.049999,0.0116504466019417,0.011583102701914,-11650.4466019417,NA,NA,NA,NA
"9",2014-11-04,25.5,-0.021113206184768,-0.0213392776472787,21113.206184768,NA,NA,NA,NA
"10",2014-11-05,25.639999,0.00549015686274508,0.00547514088652834,-5490.15686274508,NA,NA,NA,NA
"11",2014-11-06,25.559999,-0.00312012492668187,-0.0031250026652061,3120.12492668187,NA,NA,NA,NA
"12",2014-11-07,25.459999,-0.00391236322035855,-0.0039200365337404,3912.36322035855,NA,NA,NA,NA
"13",2014-11-10,25.459999,0,0,0,NA,NA,NA,NA
"14",2014-11-11,25.76,0.0117832290566862,0.0117143473841907,-11783.2290566862,NA,NA,NA,NA
"15",2014-11-12,25.25,-0.0197981366459628,-0.019996745514784,19798.1366459628,NA,NA,NA,NA
"16",2014-11-13,25.25,0,0,0,NA,NA,NA,NA
"17",2014-11-14,25.25,0,0,0,NA,NA,NA,NA
"18",2014-11-17,25.25,0,0,0,NA,NA,NA,NA
"19",2014-11-18,26.190001,0.0372277623762376,0.0365515409807631,-37227.7623762376,NA,NA,NA,NA
"20",2014-11-19,26.200001,0.000381825109514183,0.000381752232857302,-381.825109514183,NA,NA,NA,NA
"21",2014-11-20,26.200001,0,0,0,NA,NA,NA,NA
"22",2014-11-21,26.49,0.0110686636996693,0.0110078543489891,-11068.6636996693,NA,NA,NA,NA
"23",2014-11-24,26.85,0.0135900339750851,0.0134985176708953,-13590.0339750851,NA,NA,NA,NA
"24",2014-11-25,27.1,0.00931098696461825,0.0092679069307815,-9310.98696461825,NA,NA,NA,NA
"25",2014-11-26,27.292,0.00708487084870849,0.00705989106752192,-7084.87084870849,NA,NA,NA,NA
"26",2014-11-28,27.33,0.00139234940641934,0.00139138098679936,-1392.34940641934,NA,NA,NA,NA
"27",2014-12-01,27.370001,0.00146362971094037,0.00146255964896413,-1463.62971094037,NA,NA,NA,NA
"28",2014-12-02,27.149,-0.00807457040282891,-0.00810734629984911,8074.57040282891,NA,NA,NA,NA
"29",2014-12-03,27.08,-0.00254153007477265,-0.00254476524501746,2541.53007477265,NA,NA,NA,NA
"30",2014-12-04,26.950001,-0.00480055391432784,-0.00481211358331723,4800.55391432784,NA,NA,NA,NA
"31",2014-12-05,27.26,0.011502745398785,0.0114370918076299,-11502.745398785,NA,NA,NA,NA
"32",2014-12-08,27.1,-0.00586940572267058,-0.00588669838273148,5869.40572267058,NA,NA,NA,NA
"33",2014-12-09,26.799999,-0.0110701476014761,-0.0111318776822777,11070.1476014761,NA,NA,NA,NA
"34",2014-12-10,26.664,-0.0050745897415891,-0.00508750919793899,5074.5897415891,NA,NA,NA,NA
"35",2014-12-11,26.709999,0.00172513501350129,0.00172364867726893,-1725.13501350129,NA,NA,NA,NA
"36",2014-12-12,26.41,-0.0112317113901801,-0.0112952633736665,11231.7113901801,NA,NA,NA,NA
"37",2014-12-15,25.620001,-0.0299128739113973,-0.0303693908084472,29912.8739113973,NA,NA,NA,NA
"38",2014-12-16,26.24,0.0241998038954019,0.0239116285752945,-24199.8038954019,NA,NA,NA,NA
"39",2014-12-17,26.1,-0.00533536585365842,-0.00534964974724028,5335.36585365842,NA,NA,NA,NA
"40",2014-12-18,26.5,0.0153256704980842,0.0152094186635288,-15325.6704980842,NA,NA,NA,NA
"41",2014-12-19,26.450001,-0.00188675471698112,-0.00188853688068535,1886.75471698112,NA,NA,NA,NA
"42",2014-12-22,26.608,0.00597349693862016,0.00595572633908059,-5973.49693862016,NA,NA,NA,NA
"43",2014-12-23,26.620001,0.000451029765483987,0.000450928082133206,-451.029765483987,NA,NA,NA,NA
"44",2014-12-24,26.664,0.00165285493415282,0.00165149047273339,-1652.85493415282,NA,NA,NA,NA
"45",2014-12-26,26.6,-0.0024002400240024,-0.00240312521778474,2400.2400240024,NA,NA,NA,NA
"46",2014-12-29,26.549999,-0.00187973684210533,-0.00188150576448987,1879.73684210533,NA,NA,NA,NA
"47",2014-12-30,26.163,-0.0145762340706679,-0.0146835111102055,14576.2340706679,NA,NA,NA,NA
"48",2014-12-31,26.163,0,0,0,NA,NA,NA,NA
"49",2015-01-02,26.163,0,0,0,NA,NA,NA,NA
"50",2015-01-05,24.879999,-0.0490387570232771,-0.0502819712349063,49038.7570232771,NA,NA,NA,NA
"51",2015-01-06,24.879999,0,0,0,NA,NA,NA,NA
"52",2015-01-07,24.879999,0,0,0,NA,NA,NA,NA
"53",2015-01-08,25.58,0.0281350895552687,0.0277465684726446,-28135.0895552687,NA,NA,NA,NA
"54",2015-01-09,25.58,0,0,0,NA,NA,NA,NA
"55",2015-01-12,25.450001,-0.00508205629397959,-0.00509501386143452,5082.05629397959,NA,NA,NA,NA
"56",2015-01-13,25.530001,0.00314341834406994,0.00313848813373419,-3143.41834406994,NA,NA,NA,NA
"57",2015-01-14,25.530001,0,0,0,NA,NA,NA,NA
"58",2015-01-15,25.747,0.00849976464944131,0.00846384504516218,-8499.76464944131,NA,NA,NA,NA
"59",2015-01-16,26.120001,0.0144871635530353,0.0143832272249105,-14487.1635530353,NA,NA,NA,NA
"60",2015-01-20,26.177,0.00218219746622526,0.00217981993153948,-2182.19746622526,NA,NA,NA,NA
"61",2015-01-21,26.091999,-0.0032471635405126,-0.00325244701668304,3247.1635405126,NA,NA,NA,NA
"62",2015-01-22,26.32,0.00873834925411422,0.00870039084919094,-8738.34925411422,NA,NA,NA,NA
"63",2015-01-23,26.23,-0.00341945288753799,-0.00342531257833389,3419.45288753799,NA,NA,NA,NA
"64",2015-01-26,26.85,0.0236370568051849,0.0233620270760913,-23637.0568051849,NA,NA,NA,NA
"65",2015-01-27,26.669001,-0.00674111731843575,-0.00676394128028512,6741.11731843575,NA,NA,NA,NA
"66",2015-01-28,26.5,-0.00633698277637027,-0.00635714668241194,6336.98277637027,NA,NA,NA,NA
"67",2015-01-29,26.973,0.0178490566037735,0.0176916326785688,-17849.0566037735,NA,NA,NA,NA
"68",2015-01-30,26.5,-0.0175360545730916,-0.0176916326785688,17536.0545730916,NA,NA,NA,NA
"69",2015-02-02,27.129999,0.0237735471698114,0.0234953568190983,-23773.5471698114,NA,NA,NA,NA
